SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%)
76.48,0.53,11.02,1.98,1.02,0.31
77.86,0.17,10.72,2.29,0.14,0.13
77.8,0.22,11.05,1.44,0.17,0.11
76.9,0.23,10.8,2.37,0.14,0.3
78.64,0.19,11.12,0.95,0.46,0.46
79.33,0.08,11.25,1.39,0.22,0.34
73.95,0.41,12.39,4.18,0.28,0.35
70.69,0.45,12.75,4.37,0.16,0.0
72.63,0.37,11.92,5.04,0.2,0.17
76.28,0.36,11.65,2.66,0.18,0.35
75.06,0.38,12.07,2.65,0.14,0.19
72.4,0.4,12.32,4.89,0.35,0.13
73.18,0.4,12.12,5.2,0.13,0.18
73.73,0.36,11.37,4.72,0.41,0.17
50.67,3.95,13.45,11.57,8.32,6.12
51.41,3.83,13.28,11.85,9.58,4.8
50.26,2.37,13.94,11.78,11.01,6.57
51.7,4.3,13.06,12.24,8.86,4.18
51.08,3.4,13.51,11.17,9.84,6.24
51.44,3.6,13.9,11.12,9.38,5.28
50.67,2.2,14.59,11.18,11.14,6.17
68.55,1.1,13.29,4.42,2.87,1.1
71.18,0.82,12.94,3.18,1.77,0.69
71.35,0.79,13.17,2.96,1.9,0.56
68.7,0.9,13.71,4.69,2.0,1.08
69.33,0.83,13.77,4.11,0.11,0.03
75.25,0.37,12.19,2.88,0.97,0.21
72.25,0.45,12.82,3.75,0.59,0.07
71.56,0.87,12.83,3.19,1.23,0.6
65.73,1.17,12.31,5.98,3.67,2.53
71.52,0.84,13.04,2.82,1.53,0.52
72.46,0.85,12.43,3.19,1.04,0.23
72.09,1.05,11.3,4.19,1.75,0.94
63.75,1.86,11.84,7.88,4.62,2.09
70.85,1.17,11.7,5.09,2.9,1.05
42.6,2.6,9.35,15.95,10.38,14.92
49.8,3.29,10.39,12.42,9.31,10.61
51.3,3.77,11.51,11.84,7.03,7.27
48.0,3.65,12.24,14.61,10.28,6.03
48.7,3.49,11.76,14.59,10.4,5.76
50.3,4.08,12.83,12.53,8.68,4.52
49.4,3.08,12.83,14.07,10.59,6.13
47.6,3.97,11.35,15.75,9.61,5.59
47.8,3.68,11.97,14.65,10.0,6.48
46.4,4.91,11.21,15.92,9.78,5.58
47.6,3.79,13.07,14.4,10.09,5.25
48.2,3.54,12.25,14.58,10.3,6.34
48.6,3.55,12.25,15.04,9.88,5.28
47.9,3.37,12.41,14.7,10.52,6.11
50.2,1.6,14.32,11.42,11.03,7.11
49.2,1.99,14.75,10.96,10.29,8.15
49.7,1.27,14.98,10.29,12.07,8.71
49.7,1.44,19.15,7.98,12.05,5.23
49.7,1.35,14.11,10.74,11.54,9.59
49.9,1.66,14.63,10.73,11.66,8.31
44.5,5.39,12.58,15.61,10.04,6.62
49.2,2.85,12.93,14.59,9.47,5.71
47.9,3.72,12.66,16.6,8.44,4.17
47.7,3.98,12.25,16.24,8.66,5.17
49.1,2.2,14.71,11.77,11.17,6.23
49.5,2.05,13.79,12.09,11.03,6.89
49.8,2.11,13.78,12.47,11.01,7.04
49.6,2.47,14.19,12.43,11.16,6.3
52.06,2.86,13.8,11.9,8.31,4.36
50.06,3.02,13.32,13.21,8.34,4.0
49.7,3.18,13.26,13.05,8.5,4.19
48.54,3.22,13.35,13.6,8.47,4.8
49.66,3.2,13.34,13.79,8.72,4.92
51.45,1.5,13.46,12.5,9.11,4.73
52.45,2.41,12.88,13.15,7.94,4.15
49.4,3.41,13.5,13.5,8.17,4.48
52.22,2.26,13.0,12.88,7.86,4.44
49.49,3.33,13.47,13.73,8.22,4.65
49.9,3.36,13.53,13.13,8.14,4.52
50.86,2.94,12.94,12.98,8.35,4.36
50.01,2.17,13.73,11.98,10.45,6.23
48.84,3.6,12.75,11.94,10.0,6.41
49.33,0.79,20.4,8.02,11.18,5.8
46.86,1.48,15.27,9.69,11.73,9.55
46.65,1.81,15.31,11.18,9.72,9.06
48.02,1.86,16.72,11.61,8.1,5.86
48.06,1.98,17.19,12.28,7.88,5.52
47.06,1.96,17.0,12.06,7.67,5.5
46.0,1.01,13.52,9.27,12.03,12.72
45.88,1.62,16.93,11.27,9.6,7.19
45.4,1.91,16.7,11.64,9.22,6.55
46.25,1.52,14.85,10.45,11.39,10.57
45.68,1.43,15.38,10.7,11.38,10.32
44.47,1.39,16.47,10.02,11.94,8.88
45.27,2.26,16.05,12.37,8.85,7.67
44.06,1.77,14.51,10.24,10.77,10.13
43.22,1.64,15.47,9.57,9.85,9.0
45.4,1.58,16.07,10.52,11.42,9.35
44.04,1.04,14.6,9.39,13.43,11.13
49.24,3.75,12.12,15.32,9.05,5.26
50.81,3.48,12.82,12.38,8.01,6.48
48.55,2.56,14.1,13.34,9.9,6.99
48.7,1.73,14.89,11.64,11.33,7.74
49.54,4.14,11.7,16.03,8.33,4.75
49.57,4.08,11.69,15.82,8.49,4.65
49.14,4.2,11.49,16.17,8.68,4.73
49.29,3.39,12.68,14.62,9.31,5.76
47.77,2.1,14.74,12.49,10.76,7.99
51.64,2.96,13.53,11.67,7.92,5.73
48.89,2.75,15.16,11.62,10.42,6.37
48.54,2.32,16.39,10.37,10.9,7.14
46.02,2.41,14.11,14.91,9.81,7.26
68.79,1.35,13.46,4.85,1.03,2.25
66.78,1.1,11.55,6.33,3.74,3.26
75.56,0.65,12.2,2.01,0.3,0.94
73.13,0.67,12.34,2.68,1.57,1.1
74.14,0.72,11.69,2.59,1.41,1.21
75.25,0.66,11.45,2.43,1.19,0.75
77.0,0.61,11.07,1.89,0.58,0.17
73.02,0.87,12.05,3.37,1.28,1.02
51.81,3.04,13.64,12.47,8.32,4.38
50.5,1.19,14.15,11.25,10.55,6.31
49.7,3.13,13.45,13.36,8.5,4.68
47.9,1.72,17.05,11.25,11.4,4.65
56.21,0.3,20.21,3.28,1.23,0.27
46.4,2.61,15.22,9.6,11.04,7.16
56.81,0.2,19.55,3.73,1.28,0.22
45.61,2.15,11.21,11.27,11.42,11.8
46.37,2.38,13.63,9.88,10.63,9.0
45.37,2.65,13.19,10.16,12.41,8.22
45.46,2.67,13.19,10.61,11.97,7.24
57.4,0.29,19.44,3.99,1.33,0.15
42.31,2.17,10.69,11.65,13.12,13.6
76.09,0.53,11.01,2.14,1.24,0.32
79.14,0.18,10.57,1.62,0.12,0.16
51.28,3.8,14.95,8.52,11.4,4.63
54.47,1.18,14.56,10.41,8.92,5.09
54.85,1.19,14.73,10.08,8.9,4.72
51.02,2.15,14.27,11.49,11.22,5.99
50.13,2.2,14.11,11.39,10.88,7.3
49.99,2.26,14.02,11.76,10.89,6.98
50.67,2.47,14.44,11.78,10.53,5.36
51.23,2.52,14.45,11.92,10.75,4.7
52.29,2.62,13.05,14.1,8.33,4.01
51.45,3.46,13.26,11.29,9.99,5.83
51.49,3.78,13.1,11.68,9.47,5.14
50.76,3.88,13.73,11.97,8.91,5.6
51.73,3.9,13.88,10.9,8.36,5.13
69.82,0.81,13.4,4.7,1.76,0.71
70.84,0.83,12.38,4.75,1.83,0.73
71.06,0.73,13.28,4.75,1.59,0.64
70.34,0.85,12.32,4.97,1.93,0.79
69.71,0.79,14.44,4.64,1.85,0.66
68.58,0.8,15.02,5.04,1.74,0.68
70.21,0.78,11.78,4.41,1.6,0.68
71.27,0.8,13.2,3.79,1.9,0.83
49.79,3.75,13.93,14.47,7.89,4.19
49.63,3.8,13.92,14.68,8.08,4.26
50.23,3.8,14.2,13.99,8.09,4.24
50.14,3.83,14.05,14.3,8.1,4.24
50.33,3.77,14.26,13.93,8.09,4.2
50.14,3.82,14.16,14.13,8.09,4.21
50.01,3.77,14.17,14.16,8.05,4.24
49.52,3.77,14.07,14.78,7.92,4.12
49.85,3.79,14.22,14.49,7.99,4.21
50.21,3.78,13.97,14.38,7.93,4.21
49.74,3.76,14.27,14.19,7.98,4.16
47.68,0.95,12.2,12.73,8.42,13.88
48.01,0.99,12.45,12.5,8.61,13.03
49.79,1.19,15.11,10.91,10.29,8.17
49.99,1.23,14.87,11.01,11.12,7.55
50.81,1.29,15.44,10.19,10.83,6.86
51.74,1.44,14.73,10.98,9.16,6.3
52.53,1.46,14.68,10.94,9.44,6.27
53.28,2.02,13.84,13.07,7.35,4.35
58.73,1.2,15.01,8.44,7.53,3.95
55.58,1.25,15.38,10.39,8.37,3.9
63.22,1.37,13.81,7.73,4.9,2.92
62.65,1.44,14.14,7.79,5.37,2.67
67.59,1.13,14.07,5.96,3.2,1.94
59.84,1.74,13.49,11.06,4.85,1.35
60.0,1.71,13.53,10.85,4.79,1.3
68.08,0.68,14.17,7.29,2.4,0.85
68.94,0.72,14.09,6.87,2.42,0.84
69.17,0.71,14.19,6.77,2.33,0.69
69.18,0.68,14.28,6.63,2.39,0.68
49.4,1.12,14.21,11.42,10.92,9.22
49.16,1.0,16.11,11.02,9.72,8.56
48.94,0.99,16.79,11.07,9.79,8.04
48.73,1.08,16.18,11.29,9.65,8.04
49.97,1.0,15.34,11.54,9.37,7.87
51.27,1.59,13.61,12.44,9.41,6.05
51.93,1.61,13.8,12.49,9.24,5.53
51.67,1.58,14.1,12.37,9.35,5.45
51.58,1.63,14.21,12.42,9.46,5.41
51.55,2.13,13.34,13.35,8.73,5.29
53.88,1.46,14.46,10.94,8.44,5.28
51.27,1.86,14.27,12.75,9.01,5.11
55.57,1.66,13.41,11.92,6.78,4.58
55.62,1.61,13.85,11.83,6.9,3.89
56.06,1.69,13.6,12.16,6.97,3.09
50.14,1.4,14.29,11.15,11.31,7.28
50.4,1.39,14.32,11.17,11.47,6.84
52.48,1.38,14.15,10.49,10.26,6.67
50.67,1.58,15.14,11.76,8.18,6.53
54.73,1.19,14.22,9.21,9.39,6.42
50.66,1.54,13.56,12.71,10.75,6.35
56.81,1.3,14.42,9.27,8.64,4.79
50.81,1.61,15.12,11.95,7.85,6.5
52.24,2.45,12.43,13.86,7.13,4.53
51.94,1.18,19.32,8.01,11.26,4.36
45.53,1.58,13.15,13.85,9.26,11.99
49.75,1.19,14.95,11.72,10.65,7.2
49.11,1.38,15.39,12.35,10.02,7.1
47.27,0.97,15.1,11.54,10.53,9.61
48.12,1.14,16.38,11.0,10.52,8.81
48.43,0.93,16.07,11.09,10.49,8.65
47.71,1.5,15.82,13.34,8.62,7.78
47.87,1.47,17.02,12.8,8.77,6.71
45.31,1.57,13.22,13.67,9.29,11.75
45.17,1.55,13.66,13.13,9.46,11.58
47.34,1.11,15.25,11.81,10.31,9.87
47.22,1.17,14.49,11.72,11.53,9.82
47.04,1.16,14.65,11.53,11.76,9.73
47.4,1.14,15.23,11.44,12.09,8.76
46.9,1.92,14.76,13.8,8.56,8.25
48.1,1.22,15.83,10.47,12.67,7.94
46.9,1.36,16.02,13.18,9.79,7.88
47.58,1.58,16.15,12.3,8.96,7.69
48.24,1.17,15.57,11.29,12.27,7.25
48.11,1.57,16.6,12.01,8.9,7.19
47.22,1.95,16.62,13.32,8.27,6.61
47.08,2.59,16.27,14.3,8.45,5.79
47.15,2.54,16.54,13.88,8.58,5.59
47.73,2.11,16.87,13.47,8.37,4.8
48.22,1.96,17.08,13.71,8.45,4.3
42.6,3.38,8.99,16.76,9.05,13.5
46.1,4.76,11.13,15.74,9.52,5.38
49.9,1.89,14.17,11.89,11.37,7.09
45.1,0.49,19.82,9.54,10.92,10.48
52.78,0.92,13.77,11.92,7.06,6.87
48.97,1.23,14.16,13.6,9.54,6.5
50.0,0.84,15.11,10.78,9.3,7.39
51.03,2.27,12.34,17.17,6.25,3.46
45.98,0.9,14.47,11.32,11.31,8.73
48.0,1.08,13.97,12.31,7.76,6.97
47.18,1.46,14.19,13.2,9.07,6.98
47.7,1.66,13.78,12.58,6.27,6.9
49.12,1.36,14.13,12.18,6.95,7.14
44.7,1.22,15.36,9.75,9.31,6.17
47.88,2.07,13.43,17.16,6.8,5.13
50.22,1.59,14.27,14.06,8.32,5.47
49.62,1.85,15.25,13.45,5.75,4.87
50.18,1.08,14.83,12.97,9.49,3.33
45.28,1.21,15.11,12.59,6.47,3.9
49.4,1.28,17.74,9.68,9.87,5.34
48.07,2.1,14.53,12.3,7.17,6.24
55.28,0.82,16.86,5.85,6.68,4.47
53.47,1.08,14.05,6.54,6.91,7.34
47.24,1.11,15.37,12.42,4.51,8.26
68.21,0.39,14.36,4.63,1.59,1.03
48.14,0.58,15.34,10.55,7.79,8.81
48.62,0.88,14.95,11.3,10.29,6.88
48.56,1.3,14.43,13.52,7.97,5.79
47.64,1.09,14.77,12.76,10.62,6.48
46.89,2.43,13.72,12.98,7.02,6.84
62.34,0.83,15.96,5.42,4.04,1.98
48.71,0.84,15.1,11.08,10.08,7.33
47.0,2.18,13.87,13.74,9.03,5.94
63.57,0.95,13.45,8.17,1.76,2.85
68.01,0.66,13.95,4.48,6.1,0.85
49.72,1.15,14.41,13.53,8.42,5.67
52.2,1.46,17.65,8.81,2.14,3.85
70.22,0.38,12.89,0.95,4.05,0.71
50.1,0.66,16.0,9.83,11.12,8.21
60.0,0.98,17.1,6.12,6.37,4.24
60.9,1.1,15.9,7.08,6.98,3.23
78.2,0.28,10.9,3.11,0.65,1.96
52.8,1.45,13.65,13.43,7.56,5.44
51.5,0.62,12.94,12.39,10.35,9.81
65.2,0.52,18.39,2.75,2.59,1.17
46.08,1.04,14.76,11.51,10.49,7.12
53.39,1.39,16.62,9.74,6.77,4.14
50.93,1.19,18.89,8.88,5.21,5.37
64.86,0.44,14.39,4.0,4.2,0.72
48.54,1.15,17.31,11.21,7.04,5.85
71.3,0.33,8.34,3.56,5.53,1.62
59.93,0.67,13.49,4.17,7.73,1.83
60.46,0.85,14.68,7.81,4.13,4.54
67.77,0.67,13.08,4.21,4.08,2.4
60.59,0.7,14.47,6.14,5.21,3.27
61.08,0.86,17.59,5.85,5.58,2.27
70.0,0.87,17.15,3.64,2.69,1.28
69.4,0.55,12.41,5.06,0.87,2.97
48.33,0.95,15.09,12.09,9.58,6.72
60.19,0.53,15.33,4.67,4.41,1.43
63.12,0.41,14.05,3.31,3.48,1.77
66.45,0.41,14.67,2.52,2.6,1.31
45.41,0.99,16.86,13.54,8.37,7.42
50.95,1.04,15.81,10.51,8.46,6.48
55.93,0.69,17.28,6.06,2.17,4.37
62.65,0.56,16.8,5.42,1.58,2.92
58.97,0.62,14.6,7.37,5.92,5.97
57.7,1.03,15.8,7.19,5.45,4.53
60.01,0.55,16.17,5.14,4.59,4.36
48.86,0.96,18.14,11.37,6.42,5.42
73.58,0.11,11.83,1.98,1.92,1.81
53.48,1.15,13.08,8.45,4.09,6.83
69.1,0.18,11.24,3.25,2.97,2.2
46.18,1.3,13.98,12.17,9.78,5.88
49.33,1.27,14.04,11.8,7.41,5.64
69.63,0.15,11.19,3.52,2.7,1.98
41.03,1.39,17.75,15.13,9.05,6.48
51.06,1.25,15.88,10.77,10.44,4.54
73.36,0.32,13.45,1.28,4.13,0.67
62.05,0.69,16.52,6.57,4.8,2.11
74.57,0.3,13.04,1.51,2.46,1.22
50.92,1.44,15.43,12.19,11.19,5.92
55.64,1.35,14.66,9.93,11.68,3.71
59.38,1.03,14.83,7.66,8.09,4.56
67.78,0.73,14.67,4.8,2.78,2.83
74.47,0.03,16.48,1.29,0.68,2.66
51.24,1.65,15.13,11.89,10.7,4.88
55.2,1.29,15.89,10.56,9.59,4.14
61.75,1.4,12.27,11.89,7.3,1.69
65.0,1.5,12.3,9.09,4.74,1.6
77.34,0.23,11.63,1.76,1.73,0.88
51.43,1.1,16.33,10.45,10.14,6.4
54.02,1.02,16.86,10.36,8.41,5.65
59.71,1.1,16.54,7.25,5.34,4.5
63.55,0.89,15.68,5.92,5.85,2.85
81.26,0.1,10.89,0.96,1.17,0.66
78.0,0.06,11.1,1.08,1.82,1.36
75.9,0.07,12.6,0.99,2.26,0.98
52.78,0.92,13.77,11.92,7.06,6.87
48.97,1.23,14.16,13.6,9.54,6.5
50.0,0.84,15.11,10.78,9.3,7.39
51.03,2.27,12.34,17.17,6.25,3.46
45.98,0.9,14.47,11.32,11.31,8.73
48.0,1.08,13.97,12.31,7.76,6.97
47.18,1.46,14.19,13.2,9.07,6.98
47.7,1.66,13.78,12.58,6.27,6.9
49.12,1.36,14.13,12.18,6.95,7.14
44.7,1.22,15.36,9.75,9.31,6.17
47.88,2.07,13.43,17.16,6.8,5.13
50.22,1.59,14.27,14.06,8.32,5.47
49.62,1.85,15.25,13.45,5.75,4.87
50.18,1.08,14.83,12.97,9.49,3.33
45.28,1.21,15.11,12.59,6.47,3.9
49.4,1.28,17.74,9.68,9.87,5.34
48.07,2.1,14.53,12.3,7.17,6.24
55.28,0.82,16.86,5.85,6.68,4.47
53.47,1.08,14.05,6.54,6.91,7.34
47.24,1.11,15.37,12.42,4.51,8.26
68.21,0.39,14.36,4.63,1.59,1.03
48.14,0.58,15.34,10.55,7.79,8.81
48.62,0.88,14.95,11.3,10.29,6.88
48.56,1.3,14.43,13.52,7.97,5.79
47.64,1.09,14.77,12.76,10.62,6.48
46.89,2.43,13.72,12.98,7.02,6.84
62.34,0.83,15.96,5.42,4.04,1.98
48.71,0.84,15.1,11.08,10.08,7.33
47.0,2.18,13.87,13.74,9.03,5.94
63.57,0.95,13.45,8.17,1.76,2.85
68.01,0.66,13.95,4.48,6.1,0.85
49.72,1.15,14.41,13.53,8.42,5.67
52.2,1.46,17.65,8.81,2.14,3.85
70.22,0.38,12.89,0.95,4.05,0.71
50.1,0.66,16.0,9.83,11.12,8.21
60.0,0.98,17.1,6.12,6.37,4.24
60.9,1.1,15.9,7.08,6.98,3.23
78.2,0.28,10.9,3.11,0.65,1.96
52.8,1.45,13.65,13.43,7.56,5.44
51.5,0.62,12.94,12.39,10.35,9.81
65.2,0.52,18.39,2.75,2.59,1.17
46.08,1.04,14.76,11.51,10.49,7.12
53.39,1.39,16.62,9.74,6.77,4.14
50.93,1.19,18.89,8.88,5.21,5.37
64.86,0.44,14.39,4.0,4.2,0.72
48.54,1.15,17.31,11.21,7.04,5.85
71.3,0.33,8.34,3.56,5.53,1.62
59.93,0.67,13.49,4.17,7.73,1.83
60.46,0.85,14.68,7.81,4.13,4.54
67.77,0.67,13.08,4.21,4.08,2.4
60.59,0.7,14.47,6.14,5.21,3.27
61.08,0.86,17.59,5.85,5.58,2.27
70.0,0.87,17.15,3.64,2.69,1.28
69.4,0.55,12.41,5.06,0.87,2.97
48.33,0.95,15.09,12.09,9.58,6.72
60.19,0.53,15.33,4.67,4.41,1.43
63.12,0.41,14.05,3.31,3.48,1.77
66.45,0.41,14.67,2.52,2.6,1.31
45.41,0.99,16.86,13.54,8.37,7.42
50.95,1.04,15.81,10.51,8.46,6.48
55.93,0.69,17.28,6.06,2.17,4.37
62.65,0.56,16.8,5.42,1.58,2.92
58.97,0.62,14.6,7.37,5.92,5.97
57.7,1.03,15.8,7.19,5.45,4.53
60.01,0.55,16.17,5.14,4.59,4.36
48.86,0.96,18.14,11.37,6.42,5.42
73.58,0.11,11.83,1.98,1.92,1.81
53.48,1.15,13.08,8.45,4.09,6.83
69.1,0.18,11.24,3.25,2.97,2.2
46.18,1.3,13.98,12.17,9.78,5.88
49.33,1.27,14.04,11.8,7.41,5.64
69.63,0.15,11.19,3.52,2.7,1.98
41.03,1.39,17.75,15.13,9.05,6.48
51.06,1.25,15.88,10.77,10.44,4.54
73.36,0.32,13.45,1.28,4.13,0.67
62.05,0.69,16.52,6.57,4.8,2.11
74.57,0.3,13.04,1.51,2.46,1.22
50.92,1.44,15.43,12.19,11.19,5.92
55.64,1.35,14.66,9.93,11.68,3.71
59.38,1.03,14.83,7.66,8.09,4.56
67.78,0.73,14.67,4.8,2.78,2.83
74.47,0.03,16.48,1.29,0.68,2.66
51.24,1.65,15.13,11.89,10.7,4.88
55.2,1.29,15.89,10.56,9.59,4.14
61.75,1.4,12.27,11.89,7.3,1.69
65.0,1.5,12.3,9.09,4.74,1.6
77.34,0.23,11.63,1.76,1.73,0.88
51.43,1.1,16.33,10.45,10.14,6.4
54.02,1.02,16.86,10.36,8.41,5.65
59.71,1.1,16.54,7.25,5.34,4.5
63.55,0.89,15.68,5.92,5.85,2.85
81.26,0.1,10.89,0.96,1.17,0.66
78.0,0.06,11.1,1.08,1.82,1.36
75.9,0.07,12.6,0.99,2.26,0.98
