SIO2(WT%),TIO2(WT%),AL2O3(WT%),FEOT(WT%),CAO(WT%),MGO(WT%)
48.409,3.715,14.991,12.852,8.715,4.03
45.473,5.356,14.017000000000001,14.165,11.095999999999998,5.556
48.501999999999995,3.708,14.87,12.819,8.786,4.024
48.315,3.737,15.027999999999999,12.812999999999999,8.857999999999999,4.032
47.75,3.29,16.23,10.44,9.58,3.23
45.513000000000005,5.399,14.097000000000001,14.034,10.950999999999999,5.537000000000001
45.52,5.76,15.33,13.92,9.48,4.83
48.4,3.728,15.0,12.699000000000002,8.854,3.9989999999999997
47.977,3.847,16.455,12.32,8.33,4.92
47.1,4.02,16.29,12.56,9.11,5.16
47.036,4.1339999999999995,16.128,12.69,8.685,5.359
47.82,3.838,16.317,12.28,8.447000000000001,4.85
46.771,4.691,14.902999999999999,13.4,9.076,4.961
47.052,4.144,16.197,12.777999999999999,8.691,5.2
46.0386,3.7841,15.8794,12.2436,8.2865,4.6528
47.053999999999995,4.064,16.334,12.966,8.605,5.247999999999999
46.751999999999995,4.726,15.082,13.335,9.039,4.925
46.895,4.0969999999999995,16.234,12.755,8.741,5.329
45.4768888888889,3.7571111111111097,15.5205555555555,12.079333333333302,8.125,4.52755555555555
46.873999999999995,4.073,16.119,12.92,8.657,5.32
48.175,3.842,16.475,11.959000000000001,8.42,5.011
46.782,4.21,16.203,12.953,8.663,5.287000000000001
46.724,4.096,16.323,12.927999999999999,8.734,5.324
47.096000000000004,4.03,16.311,12.661,8.687000000000001,5.257999999999999
45.46,3.91,13.21,13.09,11.27,8.97
48.08,4.04,14.32,12.91,10.14,5.95
47.51,4.34,14.53,13.41,9.94,5.13
47.36,3.83,15.63,11.94,11.17,5.72
49.01,3.92,15.85,11.71,9.56,4.61
45.95,3.31,13.27,12.08,10.54,9.86
47.16,3.35,16.43,11.78,8.45,6.62
47.95,2.7,14.92,10.66,10.87,8.23
45.65,2.92,13.98,12.82,10.27,10.24
47.33,5.09,13.86,12.25,10.47,5.8
46.66,5.16,13.69,14.15,9.76,5.46
48.25,2.72,13.93,11.29,10.35,9.34
48.76,2.96,14.18,10.48,8.05,9.08
41.85,4.52,11.79,13.48,10.91,11.14
44.11,3.62,12.63,12.32,10.83,11.04
47.3,3.9,13.0,12.5,9.2,9.4
49.6,4.1,13.3,12.8,9.2,7.1
46.6,4.0,13.3,12.3,9.4,9.5
48.1,3.9,15.9,13.4,7.7,4.7
55.2,1.9,17.0,9.3,5.6,2.4
59.0,1.2,18.3,7.6,3.4,1.3
69.5,0.1,17.0,2.2,0.8,0.1
43.5,3.7,11.7,12.4,10.7,13.4
42.7,4.2,11.8,13.3,10.1,12.0
41.1,4.4,11.0,12.9,10.5,12.1
47.3,3.5,13.3,12.5,10.4,8.8
48.1,3.4,13.7,12.3,10.7,7.5
49.0,3.8,13.9,12.0,10.7,6.3
45.9,3.8,13.4,12.8,10.7,8.7
47.9,3.9,16.4,11.8,9.1,4.7
56.1,1.7,18.8,7.9,4.6,2.1
61.1,0.6,18.8,5.4,1.4,1.0
46.3,3.13,11.53,9.19,8.75,8.63
48.65,3.55,13.16,9.13,7.89,6.34
39.82,3.46,7.66,12.06,12.7,16.63
38.71,3.2,7.42,10.82,13.68,17.13
42.999222048354795,3.23807618790856,10.797511217350399,11.331382345736401,10.503030532686699,15.3993840577685
38.7791850040869,5.827815410479441,9.04211454415766,16.296670844248702,15.510400014322,10.3380739747395
47.45,3.42,16.93,11.17,7.75,4.76
49.16,3.5,12.59,9.74,8.17,7.97
52.28,2.45,14.2,7.09,6.08,5.09
57.2,1.72,14.63,5.35,3.21,3.61
47.38,3.43,12.64,9.65,7.47,7.47
51.88,2.71,14.26,7.46,7.27,4.08
50.0,3.3,13.44,7.86,9.62,6.37
42.23,2.21,7.91,10.08,7.26,16.74
44.92,3.0,7.42,12.33,8.89,20.07
46.38,4.0,10.0,11.78,11.08,12.16
42.1905139,3.23359264,11.2834246,12.7090675,10.4576838,13.869330599999998
42.4895027,3.2514288,11.246423,12.4132234,10.7918291,13.834551000000001
43.064912299999996,3.30104864,11.429694999999999,12.5066003,10.9121686,13.780834200000001
42.7253011,3.3779087999999997,11.3340563,12.8225027,10.9275942,14.0532077
43.0923411,3.25325408,11.2935629,12.3766582,10.756127000000001,13.7450826
40.7,4.28,11.1,13.23,9.81,11.9
41.9,4.33,11.8,13.0,10.18,11.4
47.9,3.53,15.5,12.71,7.32,4.3
46.5,3.75,12.3,12.08,9.42,9.9
44.84,4.95,11.04,12.78,12.42,9.81
42.512797393835704,5.75322023975083,14.340553651612801,13.644670628868502,11.1408608589595,6.86699077206197
44.98071634535379,4.55129037127393,14.5685681515155,13.1995690421563,9.488620019440301,6.17186803869018
43.9144229933381,4.13950502416733,14.0207521672817,13.3673234262746,10.545562723793699,5.595793998949371
49.12375500264461,3.67943720893786,13.650981148179,11.1075898187519,10.5001260207193,6.67594121948212
51.98,1.06,14.95,8.64,9.47,11.13
49.04,0.8,16.58,8.89,11.37,7.59
52.39,1.29,15.22,10.07,9.43,5.24
51.53,1.34,14.94,10.27,11.16,5.89
51.5,1.38,14.7,10.57,9.75,5.0
43.9,1.07,13.41,8.34,11.71,12.44
54.45,0.93,15.52,9.65,9.33,4.93
55.53,0.61,15.68,8.02,10.07,6.16
52.73,0.86,15.72,8.98,9.98,5.11
53.51,0.72,16.72,8.32,10.36,5.67
54.06,0.65,15.54,8.4,10.42,5.82
50.09,1.09,14.29,10.45,12.4,7.53
53.28,0.97,16.11,8.3,10.67,8.1
44.97,3.83,9.75,13.51,9.79,14.74
45.71,4.96,12.46,12.36,11.41,8.71
44.84,4.95,11.04,12.78,12.42,9.81
44.57,5.36,11.65,14.59,11.31,8.66
44.72,4.31,11.51,13.7,11.28,11.1
48.74,3.37,17.2,10.8,8.63,4.62
44.23,3.89,10.52,14.3,9.36,14.6
44.75,5.19,14.51,14.29,9.74,5.96
45.36,3.55,7.56,12.7,12.49,16.02
45.01,4.88,11.78,12.31,10.48,10.89
45.71,4.74,15.07,13.29,9.67,5.73
45.15,5.42,12.2,13.95,11.8,6.92
46.14,5.35,15.25,12.65,10.72,4.87
48.86,1.52,14.98,11.69,12.29,7.59
48.69,1.53,14.87,11.8,12.32,7.63
48.71,1.5,14.97,11.7,12.43,7.64
48.92,1.58,15.08,11.67,12.32,7.56
48.79,1.51,14.96,11.78,12.31,7.66
48.63,1.42,14.98,11.78,12.41,7.58
48.74,1.54,14.91,11.69,12.34,7.56
48.72,1.55,14.86,11.59,12.2,7.54
48.86,1.54,14.88,11.86,12.31,7.55
49.58,3.16,13.02,14.57,9.79,5.1
49.45,3.07,13.02,14.69,9.78,5.05
50.14,3.52,13.03,14.61,9.14,4.67
49.44,1.71,13.71,13.39,11.59,6.6
49.47,1.67,13.84,13.24,11.78,6.61
49.42,1.67,13.75,13.35,11.76,6.56
49.49,1.67,13.79,13.23,11.75,6.56
49.35,1.74,13.72,13.16,11.67,6.58
49.46,1.7,13.76,13.24,11.67,6.53
49.33,1.76,13.72,13.44,11.76,6.59
49.25,1.71,13.74,13.28,11.7,6.54
49.32,1.64,13.77,13.4,11.72,6.6
50.5,1.75,15.9,10.8,9.24,6.56
50.8,1.65,14.5,11.52,10.0,6.65
63.9,1.53,14.8,8.4,3.58,0.25
49.2,1.92,16.5,10.8,11.6,5.17
48.7,2.17,16.0,11.16,11.1,5.82
48.9,2.16,15.9,10.44,11.5,5.76
48.7,2.05,15.5,11.25,11.2,6.12
48.0,2.04,15.5,11.79,10.3,6.37
47.3,2.19,14.6,13.23,10.5,6.25
48.2,2.12,14.2,13.41,10.8,5.83
47.8,2.26,14.5,12.78,10.9,6.05
48.8,2.32,14.6,12.51,9.94,5.98
48.6,2.18,14.4,13.05,10.7,5.6
48.0,2.56,13.8,13.68,9.99,5.97
48.6,2.62,13.0,14.13,8.84,5.95
47.4,2.91,13.9,14.94,9.2,5.59
47.6,2.72,13.8,15.21,8.73,5.2
46.6,2.83,14.6,14.85,9.77,5.35
48.4,2.9,14.2,13.86,8.89,4.8
46.6,2.95,14.3,15.66,9.56,4.97
47.4,2.95,13.5,15.75,9.58,4.96
47.6,3.05,13.5,15.48,9.68,4.74
50.69,1.94,16.36,9.13,9.87,5.64
51.74,2.02,18.75,9.95,6.7,4.41
49.21,1.6,15.02,10.12,10.54,7.49
49.54,1.63,14.77,10.21,11.58,6.76
48.75,2.26,16.26,11.79,9.29,6.22
50.74,1.95,17.02,10.83,6.82,6.3
48.94,1.26,17.55,9.51,8.69,9.82
49.91,1.39,18.89,8.7,6.28,9.65
50.4,1.17,17.05,9.28,9.77,6.69
49.18,1.29,16.12,9.04,11.34,8.3
50.88,1.12,15.12,10.03,9.05,7.49
48.66,0.83,20.74,7.2,11.54,6.32
49.41,0.87,19.94,7.41,12.4,6.11
43.14,0.82,17.82,21.48,2.24,6.01
49.53,0.8,16.62,11.66,9.79,7.6
49.94,0.7,15.08,10.48,10.49,9.23
49.96,0.74,15.66,10.61,10.85,8.56
50.19,0.72,15.42,10.24,11.33,8.19
48.47,1.07,14.67,13.2,8.37,10.29
66.12,0.73,15.2,4.84,1.74,0.63
66.36,0.72,14.69,5.07,1.92,0.65
75.74,0.24,12.41,1.83,0.46,0.16
75.12,0.24,12.35,2.23,0.52,0.27
74.6,0.25,12.58,2.17,0.52,0.2
51.46,5.26,15.18,9.13,3.62,4.04
49.04,5.5,14.96,10.08,5.5,5.28
72.4,0.32,12.6,3.88,0.07,0.03
76.1,0.34,10.9,3.14,0.05,0.03
76.1,0.33,10.7,3.17,0.09,0.06
72.5,0.32,10.9,4.38,0.1,0.25
74.4,0.34,10.4,5.22,0.4,0.8
74.8,1.15,10.8,4.16,0.4,0.34
75.5,0.32,10.5,4.23,0.04,0.07
68.4,0.47,15.8,4.78,0.42,3.73
66.4,0.5,15.7,5.07,0.29,0.06
67.2,0.51,15.6,4.54,0.28,0.05
67.1,0.5,15.7,4.95,0.26,0.07
53.0,3.17,19.0,11.16,2.19,0.8
50.6,3.16,18.8,14.31,2.28,1.16
47.9,4.35,16.6,12.96,5.17,1.67
53.4,2.92,17.5,8.68,5.58,1.0
47.6,3.41,14.9,15.66,6.33,2.49
49.1,4.12,15.1,11.88,7.2,3.3
48.8,4.19,15.7,14.04,5.72,1.74
51.2,4.97,17.4,9.27,6.08,1.89
50.8,4.85,17.4,11.34,4.45,2.05
50.8,4.14,16.5,10.35,6.48,1.57
49.4,4.19,15.4,10.89,7.12,3.22
49.0,4.36,15.9,10.89,8.27,1.39
47.1,4.49,16.8,10.44,9.93,1.3
46.8,2.27,14.0,21.06,3.48,2.34
51.2,2.65,16.9,11.52,4.92,1.17
52.1,2.79,17.2,8.98,6.37,0.91
47.1,3.67,16.5,12.24,8.1,1.27
51.6,2.9,14.9,11.07,7.21,2.53
52.1,3.15,16.3,9.81,6.18,1.91
62.0,0.81,15.1,10.35,0.67,0.61
64.1,0.81,14.9,7.95,1.06,0.37
63.9,0.56,16.9,8.18,0.21,0.56
70.3,0.45,13.5,5.55,0.62,0.24
70.5,0.43,13.2,5.17,0.42,0.15
69.3,0.46,13.4,6.0,0.14,0.16
51.45,2.36,15.09,9.71,8.97,5.7
52.7,2.33,14.46,9.97,9.23,5.84
52.1,2.39,14.5,10.08,9.26,5.91
50.93,2.47,15.32,9.71,9.24,6.23
53.87,2.51,14.11,10.58,5.72,5.54
52.3,2.45,14.79,9.57,8.99,5.53
52.87,2.11,14.66,9.24,9.59,6.11
53.15,2.54,14.12,10.13,8.75,5.15
51.89,2.66,14.64,10.37,7.35,5.43
52.65,2.54,14.41,10.31,8.98,5.62
51.15,2.66,15.2,9.92,9.08,5.77
50.65,2.69,15.28,10.39,7.43,6.59
52.2,2.04,15.62,8.99,7.87,6.51
51.53,2.23,16.39,9.02,9.94,5.79
50.4,2.19,16.62,9.08,8.69,6.58
53.02,2.06,15.62,9.03,4.62,7.07
50.84,2.53,15.61,10.2,9.2,5.83
51.61,2.09,16.25,9.88,4.9,6.99
51.05,2.19,16.73,9.57,7.49,6.16
51.4,2.12,15.91,9.7,9.4,5.79
52.61,2.06,15.5,9.7,9.43,5.5
50.46,2.21,16.4,10.13,7.47,6.81
49.06,2.47,18.69,11.09,7.79,4.01
49.9,2.6,17.27,9.76,8.38,4.86
51.69,2.63,15.45,10.11,9.41,4.45
51.85,2.76,14.83,10.67,9.27,4.77
51.5,1.59,14.36,10.5,9.78,6.45
45.7,2.81,16.29,4.89,10.72,2.36
49.5,3.34,17.96,5.36,6.3,2.5
45.3,2.47,15.95,7.04,7.7,6.9
66.05,0.54,14.62,5.5,1.16,0.0
62.43,0.48,17.85,4.06,1.16,0.0
65.03,0.72,15.29,5.48,1.48,0.0
53.93,2.94,14.76,12.92,7.53,2.87
69.13,0.49,12.68,6.14,1.35,0.0
59.1,1.92,14.53,9.85,5.59,1.73
67.67,0.53,14.53,5.39,2.0,0.0
67.51,0.53,13.24,5.89,0.81,0.0
63.35,0.6,17.16,4.42,0.07,0.0
64.45,0.48,16.85,4.6,1.29,0.0
55.44,2.15,17.84,8.09,5.79,1.32
60.43,0.64,19.28,4.48,1.74,0.0
50.72,3.81,14.65,13.91,9.2,3.62
60.38,0.67,19.06,4.77,1.71,0.0
68.58,0.26,14.86,3.93,0.82,0.0
49.07,1.48,15.62,11.63,12.71,6.77
48.88,1.48,15.59,11.5,11.92,8.12
48.9,1.47,15.65,11.4,12.11,7.87
49.28,3.16,13.79,13.36,10.0,6.18
49.66,1.4,16.48,10.71,11.45,7.94
50.44,1.53,15.52,10.6,12.63,6.86
50.74,1.53,15.36,9.76,12.25,7.55
49.78,1.52,14.76,11.82,12.41,7.31
50.0,1.55,14.85,11.99,12.47,6.71
49.77,1.54,14.77,11.88,12.37,6.29
73.45,0.41,10.24,5.43,0.0,0.1
69.51,0.53,15.92,4.72,0.0,4.21
79.58,0.34,8.36,3.3,0.0,0.0
67.1,0.56,16.3,4.82,0.0,0.05
66.56,0.57,16.38,3.93,0.0,0.08
50.57,3.15,18.62,15.29,2.55,1.36
53.59,2.67,17.45,9.54,5.85,1.09
49.09,3.89,14.89,12.72,7.67,4.33
50.17,4.18,16.64,12.08,6.41,2.34
46.78,4.37,16.81,11.27,10.7,1.08
50.37,3.82,15.87,11.67,6.79,3.0
49.67,3.86,14.72,11.48,8.47,3.81
46.78,4.23,16.93,11.81,9.84,0.89
52.22,2.6,16.73,11.12,6.37,0.87
51.77,3.84,18.03,10.16,5.28,0.58
52.51,3.37,17.5,12.43,3.57,1.76
52.76,3.03,15.89,10.61,6.69,2.37
59.46,1.02,18.59,9.51,0.02,0.76
61.68,1.0,15.95,10.22,0.0,0.51
67.86,0.5,13.3,9.09,0.28,0.83
70.68,0.5,14.24,3.46,0.36,0.09
70.0,0.49,13.67,5.34,0.0,0.14
68.44,0.54,14.29,6.19,0.0,0.14
63.97,1.57,14.77,8.46,3.43,0.34
63.85,1.53,14.76,8.4,3.58,0.25
68.06,0.52,15.11,4.62,0.86,1.32
49.45,1.92,16.76,10.86,11.59,5.21
48.67,2.11,15.3,12.11,10.69,6.4
48.89,2.17,15.81,10.73,11.62,6.03
47.91,2.14,15.73,12.18,10.92,6.38
47.95,2.02,14.7,12.61,9.93,6.96
48.19,2.27,14.42,13.02,10.55,6.46
48.75,2.18,15.72,10.71,11.58,6.05
48.44,2.19,14.38,13.39,11.05,5.72
49.89,2.13,14.26,12.76,10.22,5.83
47.89,2.21,13.87,14.71,9.27,6.29
49.44,2.2,14.36,13.25,11.18,5.71
48.35,2.63,13.77,14.51,9.88,6.03
48.36,2.62,12.85,14.91,9.47,5.85
47.83,2.84,13.17,15.67,8.97,5.48
47.58,2.82,13.04,16.1,9.05,5.48
48.63,2.55,14.85,14.34,6.79,4.54
47.61,2.96,13.8,16.21,9.48,4.9
46.95,3.01,13.09,16.95,9.6,5.03
46.99,3.04,13.01,17.29,9.68,5.07
48.04,3.22,13.65,16.36,9.88,4.85
50.47,1.74,15.35,12.83,7.59,4.77
50.04,1.6,15.84,10.91,9.0,6.4
50.62,1.76,15.26,11.54,7.92,6.65
50.52,1.71,15.23,10.91,9.38,6.69
51.42,1.68,14.77,10.85,9.02,6.59
48.46,3.43,11.94,18.29,6.41,4.46
50.5,2.5,15.72,10.17,8.64,6.19
52.8,2.54,14.79,10.36,7.19,5.71
51.36,2.56,14.83,10.53,7.75,6.57
50.43,2.66,15.36,10.73,5.86,7.33
51.52,2.18,15.89,9.18,4.51,7.41
54.0,2.05,15.74,9.06,6.66,6.48
50.58,2.52,15.85,10.37,8.75,6.06
51.26,2.53,17.15,9.58,6.33,6.94
50.57,2.07,16.17,9.88,9.68,5.88
50.64,2.24,16.41,10.26,6.34,6.69
49.98,2.54,18.26,10.35,8.14,4.52
52.3,2.68,16.27,10.1,4.02,4.38
49.77,2.36,15.08,12.9,11.02,5.54
51.5,1.68,15.2,10.53,9.25,6.25
52.66,2.42,14.58,10.05,8.19,5.76
53.21,2.52,14.25,10.29,8.79,5.25
52.48,2.51,14.32,10.55,8.95,5.75
51.53,2.18,16.77,8.98,10.07,6.02
64.92,0.8,15.42,5.29,1.53,0.0
73.47,0.29,13.23,2.12,0.72,0.0
52.0,2.14,16.26,9.2,9.46,5.9
51.82,2.1,16.14,9.74,8.96,5.76
51.89,2.61,15.32,10.46,9.4,4.48
52.27,2.33,14.69,9.79,9.29,5.86
52.83,2.34,14.4,9.89,9.2,5.79
51.51,2.58,15.1,10.33,7.94,6.54
52.2,2.09,16.19,8.85,9.31,6.02
50.4,2.58,16.06,10.35,9.23,5.78
52.97,2.04,15.3,9.4,9.41,5.46
53.19,2.02,15.23,9.21,8.82,5.16
51.83,2.13,15.99,9.92,9.33,5.59
51.41,2.61,15.94,9.92,9.68,4.9
48.3,3.95,14.4,12.6,7.63,4.27
64.62,0.32,16.62,4.58,1.26,0.0
64.72,0.36,16.72,4.36,1.17,0.0
62.26,0.35,18.3,4.68,1.93,0.0
51.2,3.17,15.65,8.01,9.45,6.11
65.32,0.39,17.3,3.54,1.18,0.0
63.24,0.2,18.65,3.32,1.45,0.0
61.1,0.21,18.21,5.62,2.26,0.0
64.89,0.34,16.86,4.43,1.17,0.0
63.53,0.33,17.35,4.79,1.75,0.1
66.55,0.52,16.03,3.82,0.8,0.0
66.37,0.43,15.95,3.99,0.89,0.0
65.2,0.47,16.43,4.27,1.11,0.0
52.54,2.89,14.38,12.39,7.6,2.8
57.48,1.09,15.44,10.69,8.74,2.91
65.4,0.49,16.25,4.44,1.02,0.0
66.1,0.48,14.85,5.29,0.88,0.0
66.85,0.41,14.36,5.28,0.64,0.0
64.59,0.36,16.27,5.33,1.38,0.0
67.69,0.55,14.6,4.92,1.0,0.0
73.36,0.14,13.08,2.64,0.38,0.0
66.77,0.55,16.24,5.22,1.16,0.0
52.52,3.62,13.75,13.66,8.89,3.47
52.33,3.56,13.52,13.88,8.94,3.8
51.5,3.43,13.85,13.2,9.72,4.38
50.3,3.64,14.94,12.86,9.23,3.71
47.81,3.3,15.32,15.47,8.86,3.52
61.48,0.83,17.01,5.46,1.81,0.0
48.78,3.26,15.46,12.61,10.71,4.71
62.64,0.79,16.99,5.57,1.75,0.0
64.48,0.64,15.85,5.3,1.11,0.0
45.83,3.1,16.12,11.55,12.81,5.9
69.74,0.29,14.06,3.76,0.56,0.0
75.25,0.14,11.57,2.79,0.24,0.0
46.62,3.32,16.11,11.81,10.85,5.03
71.54,0.34,9.61,6.34,0.27,0.0
45.2,4.01,15.78,13.27,10.53,3.65
50.37,3.79,14.53,12.96,10.53,3.65
55.54,1.21,15.44,11.58,8.78,3.81
60.48,1.02,16.6,7.45,3.86,1.13
55.27,1.33,16.19,10.71,8.5,3.68
66.3,0.31,16.39,3.63,0.64,0.0
64.73,0.42,16.75,4.39,1.26,0.0
66.97,0.58,15.42,3.62,0.56,0.0
45.74,3.48,17.41,11.75,9.32,3.67
64.75,0.54,16.39,4.11,0.84,0.0
49.39,2.64,15.77,12.83,8.38,3.79
64.13,0.49,15.68,5.72,1.03,0.0
45.8,3.52,16.28,12.1,10.63,4.77
57.46,1.37,15.59,10.21,7.88,2.71
45.65,3.63,15.77,12.27,10.62,4.33
43.29,4.08,16.52,13.07,11.5,4.08
57.34,1.44,14.53,11.36,7.76,3.32
45.15,3.27,16.82,11.11,11.05,4.05
46.98,3.65,16.41,11.53,9.15,3.35
63.75,0.44,17.12,4.6,1.12,0.0
48.46,2.76,18.3,10.04,8.56,2.65
67.42,0.63,16.07,3.36,0.5,0.0
45.74,3.84,16.81,11.92,10.53,4.41
48.83,2.08,16.51,11.29,10.46,5.77
45.54,3.06,17.13,11.93,10.65,3.98
49.86,1.9,18.9,9.56,8.62,3.94
47.4,2.21,16.66,11.55,10.32,6.44
46.7,3.89,14.7,14.88,9.19,4.0
67.79,0.51,14.56,4.9,1.45,0.0
77.7,1.18,6.62,0.0,3.98,0.0
47.71,3.65,15.43,13.63,8.37,3.65
64.4,0.77,16.14,5.15,1.46,0.0
45.16,3.24,17.07,10.94,11.98,5.42
63.12,0.71,16.74,5.42,1.59,0.0
45.7,2.86,17.21,12.16,10.39,6.6
64.33,0.8,15.88,5.41,1.52,0.0
55.44,1.31,17.02,9.05,8.15,3.39
61.74,1.17,17.37,5.78,2.21,0.0
47.38,3.01,17.21,10.6,9.93,3.97
67.73,0.43,14.84,4.46,0.8,0.0
47.07,2.99,16.19,12.9,10.18,5.45
61.89,0.68,12.87,9.97,1.4,0.0
49.72,2.87,15.96,12.35,9.09,3.74
75.67,0.2,11.32,3.1,0.27,0.0
74.47,0.22,12.42,2.85,0.29,0.0
50.54,1.55,15.64,10.24,11.04,7.53
50.54,1.65,16.57,9.78,10.55,7.85
49.72,1.68,16.53,10.28,10.16,7.97
50.77,1.97,16.87,10.95,7.89,6.94
49.68,1.26,16.76,9.79,9.18,8.5
50.35,1.24,16.52,9.68,9.6,8.38
50.4,2.81,18.06,7.82,6.73,7.01
51.23,2.72,17.83,6.85,6.81,6.98
54.92,1.11,12.99,9.9,6.94,8.18
52.82,1.54,15.58,10.32,8.36,6.8
52.6,1.4,14.01,11.93,9.47,5.82
52.33,1.4,14.17,11.25,9.12,5.85
53.75,1.44,14.48,10.39,9.79,6.35
50.55,1.75,14.9,12.07,9.96,6.82
49.98,0.92,19.01,8.23,12.11,7.01
51.04,0.73,15.44,10.76,11.0,9.33
42.65,0.93,17.75,23.5,0.34,6.43
50.33,0.76,16.01,10.05,11.36,8.47
50.4,0.75,15.71,10.51,11.31,8.99
49.21,1.17,15.77,13.16,9.01,8.36
49.75,1.23,16.55,12.56,6.55,9.87
50.74,2.47,17.92,8.74,6.65,5.72
50.02,1.72,16.66,10.61,9.41,4.99
50.67,1.66,15.84,10.57,9.82,6.18
50.61,1.61,16.0,9.23,9.58,5.8
49.05,2.38,17.07,12.72,8.76,3.88
50.08,1.7,16.39,11.19,9.57,5.94
49.74,2.26,15.13,12.46,9.56,4.91
74.84,0.34,10.4,6.26,0.52,1.22
78.04,0.34,10.06,3.21,0.34,0.28
82.61,0.31,8.26,1.0,0.3,0.09
85.05,0.21,6.49,5.49,0.16,0.51
93.3,0.23,3.13,2.11,0.07,0.21
67.06,0.59,14.79,6.98,0.16,0.58
76.07,0.42,11.5,3.02,0.05,0.03
74.24,0.41,11.8,4.0,0.04,0.03
64.93,0.62,16.67,8.12,0.27,1.2
69.4,0.46,15.16,5.43,0.4,3.36
72.37,0.41,13.6,4.33,0.52,2.57
74.37,0.31,10.54,6.42,0.02,0.06
65.98,0.59,15.77,6.27,0.35,0.12
67.71,0.48,14.99,6.2,0.26,0.12
52.31,2.81,17.17,14.91,1.87,1.11
45.29,4.15,15.76,18.15,5.48,1.74
39.01,5.68,21.42,20.11,5.15,0.78
49.02,4.5,16.58,13.0,5.85,2.38
52.05,4.3,16.08,11.82,6.08,1.99
48.98,4.21,15.91,12.43,8.14,1.64
45.69,4.0,14.28,18.12,7.68,3.39
51.7,4.55,16.6,11.17,5.75,1.21
37.08,2.96,11.23,11.08,30.09,2.74
43.0,3.85,14.48,16.16,12.61,2.3
50.67,2.83,16.78,11.73,6.72,1.36
51.18,4.08,16.81,13.77,3.92,3.09
40.78,2.12,9.71,34.86,5.2,3.96
60.71,2.51,13.05,13.24,2.07,1.91
54.35,2.95,15.06,12.47,5.31,1.5
56.44,3.07,15.71,9.15,5.07,1.25
53.21,3.12,15.97,11.05,5.95,1.78
60.76,0.85,16.11,12.68,0.71,0.86
60.98,0.86,16.15,13.02,0.42,0.84
57.06,0.83,16.25,15.77,0.75,0.69
63.61,1.1,20.63,2.43,0.6,0.61
58.5,0.81,15.0,14.8,1.55,1.18
59.64,0.86,15.97,10.92,2.24,0.72
63.24,0.85,15.39,8.81,0.64,0.32
60.05,0.81,15.48,12.86,0.76,0.46
59.99,0.8,15.35,12.7,0.77,0.68
62.28,0.8,14.79,10.74,0.64,0.68
62.68,0.79,15.11,10.8,0.62,0.4
64.85,0.78,14.44,8.1,1.15,0.31
60.99,0.78,14.95,9.19,1.93,0.6
63.03,0.81,14.96,10.87,0.65,0.64
65.58,0.84,15.71,6.84,0.67,0.23
64.1,0.79,14.94,8.98,0.75,0.32
62.98,0.79,14.71,10.78,0.7,0.42
60.64,0.86,16.26,10.51,0.87,0.41
63.55,0.56,17.11,8.99,0.26,0.65
69.54,0.51,15.5,6.18,0.63,0.99
71.31,0.43,13.23,5.45,0.64,0.26
72.03,0.49,14.66,3.7,0.57,0.28
71.08,0.44,13.59,4.71,0.64,0.17
70.95,0.44,13.3,5.63,0.39,0.18
69.87,0.44,13.32,6.46,0.39,0.25
70.7,0.44,13.28,5.99,0.13,0.1
69.6,0.47,13.78,6.7,0.16,0.23
69.12,0.46,13.56,7.01,0.14,0.23
47.36,1.93,15.43,12.93,12.17,3.9
52.31,1.97,15.79,10.64,7.73,5.7
51.69,1.66,15.73,9.58,9.49,5.62
52.17,1.73,15.44,9.74,9.17,5.51
51.49,1.69,15.4,10.44,9.21,6.18
51.75,1.66,15.19,10.57,9.32,6.49
50.3,3.22,19.15,10.9,6.96,2.74
51.86,2.03,17.42,9.15,9.8,6.22
49.54,1.6,14.73,10.81,11.33,7.49
50.35,1.59,14.41,10.66,11.5,7.13
49.26,1.6,15.82,10.18,9.9,8.07
50.49,1.34,17.06,9.65,8.19,7.53
49.54,1.29,16.33,9.24,10.49,9.11
50.9,1.21,17.23,9.56,9.59,7.47
49.24,2.74,17.5,7.89,6.71,7.54
50.58,1.21,14.92,9.93,9.76,7.77
53.9,1.42,14.25,9.92,9.47,5.76
52.99,1.41,14.17,10.24,9.37,6.28
52.73,1.52,15.18,10.75,8.31,7.22
50.46,1.71,14.28,11.91,9.84,6.39
49.85,0.76,15.39,10.36,9.97,9.42
50.38,0.71,15.42,10.75,9.97,10.15
50.19,0.72,15.34,10.07,11.19,8.52
49.96,0.73,15.18,10.64,10.94,8.63
49.25,1.15,16.1,12.47,9.69,7.27
49.65,1.59,14.15,12.31,11.25,7.69
49.75,1.52,14.31,12.44,11.14,7.59
49.98,1.62,14.22,12.46,11.34,6.99
49.73,1.57,14.7,11.28,11.29,7.44
49.5,1.57,14.36,11.68,12.52,7.01
50.18,1.67,14.19,12.44,11.28,6.86
49.59,1.68,13.92,12.53,10.86,7.04
49.96,1.6,14.47,11.75,11.23,6.88
50.07,1.68,14.33,11.96,11.11,7.02
49.83,1.64,14.11,12.53,11.41,7.04
50.39,1.77,14.33,12.26,10.93,6.87
49.45,1.62,13.98,12.81,11.52,6.34
49.62,1.62,14.05,12.89,11.46,6.72
49.89,1.4,14.48,12.34,11.59,6.95
49.39,1.49,14.51,11.82,11.88,7.44
48.82,1.53,15.13,11.62,11.31,7.14
49.92,1.35,14.01,12.93,10.95,6.81
